transaction_id,date,customer_id,region,segment,product_id,category,quantity,unit_price,revenue
TXN_001112,2023-07-04,CUST_0406,South,Regular,PROD_020,Beauty,1,440.25,440.25
TXN_001113,2022-06-26,CUST_0140,South,Regular,PROD_047,Electronics,1,391.91,391.91
TXN_001114,2022-09-18,CUST_0458,West,Budget,PROD_019,Clothing,1,371.24,371.24
TXN_001115,2023-10-08,CUST_0039,South,Budget,PROD_046,Sports,1,14.46,14.46
TXN_001116,2023-06-24,CUST_0306,East,Budget,PROD_033,Home & Garden,1,399.0,399.0
TXN_001117,2023-01-28,CUST_0086,East,Regular,PROD_010,Electronics,2,59.53,119.06
TXN_001118,2022-08-10,CUST_0199,West,Regular,PROD_026,Sports,3,263.4,790.21
TXN_001119,2023-11-20,CUST_0409,East,Premium,PROD_033,Home & Garden,1,511.43,511.43
TXN_001120,2023-01-30,CUST_0452,East,Regular,PROD_042,Home & Garden,1,208.09,208.09
TXN_001121,2022-09-16,CUST_0011,East,Regular,PROD_011,Electronics,1,242.64,242.64
TXN_001122,2022-01-04,CUST_0167,South,Regular,PROD_032,Electronics,1,477.97,477.97
TXN_001123,2022-12-01,CUST_0156,East,Regular,PROD_007,Books,2,171.37,342.74
TXN_001124,2023-04-12,CUST_0068,East,Premium,PROD_020,Beauty,1,539.22,539.22
TXN_001125,2022-11-24,CUST_0223,West,Premium,PROD_006,Books,1,79.28,79.28
TXN_001126,2023-07-03,CUST_0369,East,Premium,PROD_049,Sports,1,363.51,363.51
TXN_001127,2023-02-23,CUST_0025,West,Budget,PROD_026,Sports,1,198.45,198.45
TXN_001128,2022-03-20,CUST_0398,South,Regular,PROD_019,Clothing,2,457.16,914.33
TXN_001129,2023-12-26,CUST_0462,South,Regular,PROD_036,Home & Garden,2,255.9,511.8
TXN_001130,2023-07-27,CUST_0422,North,Regular,PROD_008,Home & Garden,1,160.84,160.84
TXN_001131,2022-07-07,CUST_0153,East,Regular,PROD_028,Clothing,1,244.1,244.1
TXN_001132,2022-06-12,CUST_0316,South,Regular,PROD_036,Home & Garden,1,257.15,257.15
TXN_001133,2023-07-27,CUST_0179,South,Budget,PROD_042,Home & Garden,1,161.7,161.7
TXN_001134,2022-10-22,CUST_0429,West,Regular,PROD_043,Beauty,1,257.37,257.37
TXN_001135,2023-12-31,CUST_0040,East,Budget,PROD_023,Books,1,170.22,170.22
TXN_001136,2023-04-07,CUST_0475,South,Regular,PROD_037,Clothing,1,278.48,278.48
TXN_001137,2023-06-01,CUST_0499,South,Budget,PROD_010,Electronics,1,67.09,67.09
TXN_001138,2022-06-05,CUST_0314,East,Regular,PROD_024,Clothing,1,65.86,65.86
TXN_001139,2023-02-02,CUST_0246,North,Regular,PROD_004,Clothing,1,110.8,110.8
TXN_001140,2022-02-23,CUST_0145,East,Regular,PROD_025,Clothing,1,274.23,274.23
TXN_001141,2023-11-24,CUST_0087,North,Budget,PROD_043,Beauty,1,241.03,241.03
TXN_001142,2022-04-11,CUST_0389,South,Budget,PROD_030,Home & Garden,2,175.93,351.85
TXN_001143,2022-02-10,CUST_0443,West,Regular,PROD_020,Beauty,3,533.41,1600.24
TXN_001144,2022-03-18,CUST_0312,South,Regular,PROD_043,Beauty,2,247.93,495.87
TXN_001145,2022-09-17,CUST_0049,North,Regular,PROD_040,Clothing,1,317.26,317.26
TXN_001146,2022-01-16,CUST_0172,South,Premium,PROD_044,Home & Garden,1,312.61,312.61
TXN_001147,2023-10-08,CUST_0257,West,Regular,PROD_033,Home & Garden,1,460.49,460.49
TXN_001148,2023-10-02,CUST_0120,North,Regular,PROD_009,Clothing,1,456.46,456.46
TXN_001149,2023-08-06,CUST_0078,South,Budget,PROD_047,Electronics,1,498.91,498.91
TXN_001150,2022-06-27,CUST_0158,North,Regular,PROD_031,Home & Garden,1,278.94,278.94
TXN_001151,2022-10-18,CUST_0389,South,Budget,PROD_018,Beauty,1,145.62,145.62
TXN_001152,2023-05-27,CUST_0071,East,Regular,PROD_032,Electronics,3,457.17,1371.51
TXN_001153,2022-01-16,CUST_0097,North,Budget,PROD_017,Clothing,1,157.56,157.56
TXN_001154,2022-10-01,CUST_0287,South,Budget,PROD_014,Electronics,1,439.92,439.92
TXN_001155,2022-05-29,CUST_0221,West,Regular,PROD_010,Electronics,1,51.67,51.67
TXN_001156,2022-02-22,CUST_0371,West,Premium,PROD_006,Books,1,89.76,89.76
TXN_001157,2023-03-17,CUST_0457,West,Regular,PROD_041,Books,1,39.89,39.89
TXN_001158,2023-08-09,CUST_0495,South,Budget,PROD_010,Electronics,1,52.1,52.1
TXN_001159,2023-03-15,CUST_0455,East,Premium,PROD_032,Electronics,2,456.5,913.01
TXN_001160,2022-01-16,CUST_0196,North,Regular,PROD_035,Books,3,372.56,1117.68
TXN_001161,2023-11-27,CUST_0036,South,Premium,PROD_027,Clothing,1,350.7,350.7
TXN_001162,2023-01-07,CUST_0319,East,Regular,PROD_050,Sports,3,396.19,1188.58
TXN_001163,2023-03-17,CUST_0013,South,Regular,PROD_008,Home & Garden,2,127.28,254.56
TXN_001164,2022-09-18,CUST_0001,East,Premium,PROD_014,Electronics,1,406.43,406.43
TXN_001165,2022-01-08,CUST_0020,West,Regular,PROD_033,Home & Garden,1,466.24,466.24
TXN_001166,2022-09-07,CUST_0420,West,Regular,PROD_044,Home & Garden,1,378.13,378.13
TXN_001167,2022-11-06,CUST_0255,North,Regular,PROD_028,Clothing,2,237.07,474.14
TXN_001168,2022-04-27,CUST_0046,South,Budget,PROD_028,Clothing,2,223.33,446.67
TXN_001169,2022-09-30,CUST_0407,North,Premium,PROD_021,Books,1,347.39,347.39
TXN_001170,2023-03-25,CUST_0253,North,Premium,PROD_018,Beauty,1,137.11,137.11
TXN_001171,2022-08-09,CUST_0280,South,Budget,PROD_007,Books,1,161.35,161.35
TXN_001172,2023-07-29,CUST_0249,West,Regular,PROD_028,Clothing,1,278.73,278.73
TXN_001173,2022-04-01,CUST_0455,East,Premium,PROD_013,Books,1,453.07,453.07
TXN_001174,2023-01-19,CUST_0463,North,Premium,PROD_020,Beauty,2,376.74,753.48
TXN_001175,2022-09-27,CUST_0252,North,Regular,PROD_020,Beauty,1,441.63,441.63
TXN_001176,2022-01-13,CUST_0167,South,Regular,PROD_042,Home & Garden,1,160.41,160.41
TXN_001177,2022-12-23,CUST_0123,South,Regular,PROD_025,Clothing,1,348.73,348.73
TXN_001178,2023-03-23,CUST_0160,South,Regular,PROD_025,Clothing,1,286.07,286.07
TXN_001179,2023-08-10,CUST_0262,West,Budget,PROD_032,Electronics,1,446.88,446.88
TXN_001180,2022-08-08,CUST_0205,West,Regular,PROD_025,Clothing,1,329.24,329.24
TXN_001181,2022-10-02,CUST_0213,South,Budget,PROD_034,Home & Garden,2,32.4,64.8
TXN_001182,2023-05-24,CUST_0030,South,Regular,PROD_009,Clothing,1,451.92,451.92
TXN_001183,2023-08-27,CUST_0208,South,Budget,PROD_045,Electronics,1,159.39,159.39
TXN_001184,2022-12-21,CUST_0278,East,Budget,PROD_036,Home & Garden,1,260.98,260.98
TXN_001185,2022-01-26,CUST_0255,North,Regular,PROD_046,Sports,2,13.25,26.49
TXN_001186,2023-10-17,CUST_0150,South,Premium,PROD_023,Books,2,224.82,449.65
TXN_001187,2022-03-04,CUST_0343,North,Regular,PROD_017,Clothing,1,189.49,189.49
TXN_001188,2022-11-09,CUST_0190,North,Premium,PROD_004,Clothing,3,118.8,356.39
TXN_001189,2022-08-23,CUST_0124,East,Regular,PROD_038,Home & Garden,1,267.98,267.98
TXN_001190,2022-06-26,CUST_0439,North,Regular,PROD_010,Electronics,1,60.5,60.5
TXN_001191,2022-05-23,CUST_0192,South,Budget,PROD_015,Clothing,2,442.42,884.84
TXN_001192,2023-07-05,CUST_0481,South,Premium,PROD_014,Electronics,1,454.39,454.39
TXN_001193,2022-02-23,CUST_0425,East,Regular,PROD_033,Home & Garden,1,461.55,461.55
TXN_001194,2022-06-11,CUST_0480,West,Regular,PROD_044,Home & Garden,1,319.14,319.14
TXN_001195,2023-05-08,CUST_0205,West,Regular,PROD_020,Beauty,1,422.48,422.48
TXN_001196,2022-06-21,CUST_0461,North,Premium,PROD_007,Books,1,143.57,143.57
TXN_001197,2023-04-09,CUST_0263,East,Budget,PROD_017,Clothing,1,165.58,165.58
TXN_001198,2022-04-23,CUST_0450,East,Regular,PROD_019,Clothing,2,461.91,923.83
TXN_001199,2022-11-29,CUST_0083,North,Regular,PROD_045,Electronics,2,155.99,311.97
TXN_001200,2022-11-11,CUST_0415,South,Premium,PROD_009,Clothing,1,423.39,423.39
TXN_001201,2022-12-07,CUST_0216,South,Budget,PROD_048,Sports,1,487.34,487.34
TXN_001202,2023-10-31,CUST_0205,West,Regular,PROD_043,Beauty,1,272.46,272.46
TXN_001203,2022-07-24,CUST_0023,North,Regular,PROD_030,Home & Garden,1,225.33,225.33
TXN_001204,2022-03-21,CUST_0007,East,Regular,PROD_038,Home & Garden,1,300.61,300.61
TXN_001205,2023-02-09,CUST_0055,West,Regular,PROD_033,Home & Garden,1,404.24,404.24
TXN_001206,2022-11-20,CUST_0247,West,Regular,PROD_049,Sports,2,297.46,594.91
TXN_001207,2022-05-20,CUST_0027,South,Budget,PROD_014,Electronics,2,482.02,964.03
TXN_001208,2023-08-23,CUST_0488,West,Regular,PROD_041,Books,1,46.09,46.09
TXN_001209,2023-11-27,CUST_0319,East,Regular,PROD_001,Electronics,1,359.82,359.82
TXN_001210,2022-12-08,CUST_0009,South,Budget,PROD_007,Books,1,138.91,138.91
TXN_001211,2022-08-06,CUST_0387,South,Budget,PROD_019,Clothing,1,514.12,514.12
TXN_001212,2022-07-12,CUST_0453,North,Regular,PROD_008,Home & Garden,3,111.22,333.66
TXN_001213,2022-10-25,CUST_0184,South,Regular,PROD_026,Sports,1,258.84,258.84
TXN_001214,2022-04-30,CUST_0341,South,Premium,PROD_020,Beauty,1,489.85,489.85
TXN_001215,2023-11-25,CUST_0457,West,Regular,PROD_033,Home & Garden,1,378.94,378.94
TXN_001216,2022-05-05,CUST_0094,East,Regular,PROD_019,Clothing,1,489.78,489.78
TXN_001217,2023-08-04,CUST_0143,North,Premium,PROD_031,Home & Garden,2,268.37,536.75
TXN_001218,2022-06-11,CUST_0097,North,Budget,PROD_025,Clothing,1,281.75,281.75
TXN_001219,2022-07-03,CUST_0329,North,Premium,PROD_049,Sports,1,334.86,334.86
TXN_001220,2023-01-27,CUST_0356,East,Regular,PROD_004,Clothing,2,121.07,242.14
TXN_001221,2022-03-19,CUST_0334,West,Premium,PROD_046,Sports,1,13.2,13.2
TXN_001222,2022-12-24,CUST_0423,West,Budget,PROD_009,Clothing,1,418.65,418.65
TXN_001223,2022-01-17,CUST_0422,North,Regular,PROD_002,Sports,1,272.63,272.63
TXN_001224,2022-11-29,CUST_0159,East,Budget,PROD_007,Books,1,178.08,178.08
TXN_001225,2023-08-23,CUST_0258,South,Budget,PROD_042,Home & Garden,1,173.89,173.89
TXN_001226,2022-01-26,CUST_0084,East,Premium,PROD_005,Home & Garden,2,241.99,483.97
TXN_001227,2022-10-24,CUST_0489,East,Budget,PROD_004,Clothing,1,110.49,110.49
TXN_001228,2023-08-12,CUST_0314,East,Regular,PROD_017,Clothing,1,198.68,198.68
TXN_001229,2022-03-31,CUST_0394,North,Regular,PROD_029,Sports,3,317.54,952.61
TXN_001230,2022-06-02,CUST_0009,South,Budget,PROD_007,Books,1,173.43,173.43
TXN_001231,2023-09-28,CUST_0320,North,Premium,PROD_038,Home & Garden,1,306.37,306.37
TXN_001232,2022-06-13,CUST_0003,East,Regular,PROD_012,Sports,2,217.86,435.73
TXN_001233,2023-10-26,CUST_0075,North,Premium,PROD_046,Sports,2,13.21,26.42
TXN_001234,2023-04-28,CUST_0314,East,Regular,PROD_002,Sports,1,297.94,297.94
TXN_001235,2022-12-28,CUST_0179,South,Budget,PROD_023,Books,1,225.84,225.84
TXN_001236,2023-10-01,CUST_0030,South,Regular,PROD_012,Sports,1,166.08,166.08
TXN_001237,2023-05-01,CUST_0240,North,Budget,PROD_029,Sports,1,331.54,331.54
TXN_001238,2023-12-24,CUST_0057,South,Regular,PROD_010,Electronics,1,52.69,52.69
TXN_001239,2022-11-21,CUST_0257,West,Regular,PROD_006,Books,1,81.52,81.52
TXN_001240,2023-01-17,CUST_0029,West,Regular,PROD_032,Electronics,3,369.7,1109.09
TXN_001241,2022-07-12,CUST_0127,East,Regular,PROD_004,Clothing,2,105.0,210.01
TXN_001242,2022-05-21,CUST_0099,South,Regular,PROD_039,Clothing,1,271.37,271.37
TXN_001243,2022-12-29,CUST_0417,West,Regular,PROD_025,Clothing,2,258.85,517.71
TXN_001244,2022-05-25,CUST_0248,East,Regular,PROD_002,Sports,3,232.73,698.19
TXN_001245,2023-06-17,CUST_0464,West,Regular,PROD_047,Electronics,1,406.14,406.14
TXN_001246,2023-12-31,CUST_0456,West,Budget,PROD_017,Clothing,3,175.36,526.07
TXN_001247,2022-09-12,CUST_0017,North,Regular,PROD_017,Clothing,1,145.15,145.15
TXN_001248,2023-06-16,CUST_0265,East,Regular,PROD_034,Home & Garden,1,36.41,36.41
TXN_001249,2022-10-26,CUST_0212,West,Regular,PROD_025,Clothing,1,349.43,349.43
TXN_001250,2022-01-27,CUST_0013,South,Regular,PROD_014,Electronics,1,442.47,442.47
TXN_001251,2023-03-27,CUST_0232,South,Regular,PROD_046,Sports,2,17.76,35.52
TXN_001252,2023-09-10,CUST_0304,South,Regular,PROD_008,Home & Garden,2,135.81,271.62
TXN_001253,2022-03-22,CUST_0251,North,Premium,PROD_002,Sports,1,261.82,261.82
TXN_001254,2023-10-30,CUST_0153,East,Regular,PROD_048,Sports,1,364.44,364.44
TXN_001255,2022-11-01,CUST_0143,North,Premium,PROD_027,Clothing,1,365.81,365.81
TXN_001256,2023-09-21,CUST_0465,North,Regular,PROD_004,Clothing,1,122.76,122.76
TXN_001257,2023-09-23,CUST_0384,South,Regular,PROD_004,Clothing,1,101.78,101.78
TXN_001258,2023-04-27,CUST_0034,North,Budget,PROD_031,Home & Garden,1,291.35,291.35
TXN_001259,2022-10-24,CUST_0462,South,Regular,PROD_037,Clothing,3,350.4,1051.2
TXN_001260,2022-12-26,CUST_0460,West,Regular,PROD_018,Beauty,3,126.1,378.3
TXN_001261,2022-04-17,CUST_0196,North,Regular,PROD_037,Clothing,2,292.24,584.48
TXN_001262,2023-03-01,CUST_0386,South,Budget,PROD_016,Home & Garden,1,477.13,477.13
TXN_001263,2022-02-11,CUST_0394,North,Regular,PROD_016,Home & Garden,1,436.2,436.2
TXN_001264,2023-02-05,CUST_0185,North,Premium,PROD_023,Books,3,211.59,634.78
TXN_001265,2023-10-18,CUST_0184,South,Regular,PROD_001,Electronics,1,418.38,418.38
TXN_001266,2022-09-12,CUST_0128,East,Budget,PROD_010,Electronics,1,57.31,57.31
TXN_001267,2023-08-23,CUST_0081,East,Regular,PROD_048,Sports,1,468.63,468.63
TXN_001268,2022-10-28,CUST_0333,North,Regular,PROD_030,Home & Garden,2,201.79,403.59
TXN_001269,2022-09-24,CUST_0196,North,Regular,PROD_018,Beauty,1,142.33,142.33
TXN_001270,2023-07-11,CUST_0032,North,Budget,PROD_031,Home & Garden,1,249.52,249.52
TXN_001271,2023-11-24,CUST_0137,South,Budget,PROD_033,Home & Garden,1,548.52,548.52
TXN_001272,2023-10-03,CUST_0283,East,Budget,PROD_031,Home & Garden,1,353.0,353.0
TXN_001273,2022-05-21,CUST_0279,West,Budget,PROD_020,Beauty,1,435.84,435.84
TXN_001274,2023-09-26,CUST_0284,West,Premium,PROD_011,Electronics,1,217.58,217.58
TXN_001275,2022-08-02,CUST_0064,North,Budget,PROD_003,Clothing,1,173.09,173.09
TXN_001276,2022-11-27,CUST_0321,North,Regular,PROD_031,Home & Garden,1,345.34,345.34
TXN_001277,2023-06-04,CUST_0023,North,Regular,PROD_005,Home & Garden,2,241.61,483.22
TXN_001278,2022-04-25,CUST_0004,South,Premium,PROD_034,Home & Garden,1,35.57,35.57
TXN_001279,2023-03-19,CUST_0192,South,Budget,PROD_030,Home & Garden,1,207.38,207.38
TXN_001280,2023-12-07,CUST_0298,South,Regular,PROD_018,Beauty,1,141.0,141.0
TXN_001281,2022-08-06,CUST_0388,South,Budget,PROD_022,Clothing,1,140.76,140.76
TXN_001282,2023-03-19,CUST_0178,South,Budget,PROD_048,Sports,1,435.66,435.66
TXN_001283,2023-04-13,CUST_0009,South,Budget,PROD_030,Home & Garden,1,193.24,193.24
TXN_001284,2022-03-05,CUST_0310,West,Regular,PROD_030,Home & Garden,3,180.74,542.23
TXN_001285,2023-04-04,CUST_0473,South,Regular,PROD_003,Clothing,1,218.94,218.94
TXN_001286,2022-07-04,CUST_0013,South,Regular,PROD_006,Books,2,84.82,169.63
TXN_001287,2023-09-06,CUST_0081,East,Regular,PROD_031,Home & Garden,1,347.98,347.98
TXN_001288,2022-05-21,CUST_0300,North,Regular,PROD_039,Clothing,1,336.79,336.79
TXN_001289,2023-07-07,CUST_0454,North,Premium,PROD_010,Electronics,1,67.89,67.89
TXN_001290,2022-06-16,CUST_0094,East,Regular,PROD_027,Clothing,1,342.95,342.95
TXN_001291,2023-06-22,CUST_0107,West,Budget,PROD_048,Sports,1,369.43,369.43
TXN_001292,2022-07-27,CUST_0342,South,Premium,PROD_043,Beauty,2,238.03,476.06
TXN_001293,2022-07-20,CUST_0410,East,Budget,PROD_043,Beauty,3,240.06,720.19
TXN_001294,2022-02-09,CUST_0314,East,Regular,PROD_032,Electronics,1,533.16,533.16
TXN_001295,2023-12-31,CUST_0256,South,Regular,PROD_003,Clothing,2,170.83,341.66
TXN_001296,2023-04-25,CUST_0441,East,Budget,PROD_018,Beauty,1,126.55,126.55
TXN_001297,2022-02-27,CUST_0057,South,Regular,PROD_048,Sports,3,495.43,1486.28
TXN_001298,2023-09-11,CUST_0306,East,Budget,PROD_012,Sports,1,183.04,183.04
TXN_001299,2022-06-21,CUST_0142,South,Budget,PROD_001,Electronics,1,417.1,417.1
TXN_001300,2023-11-03,CUST_0483,South,Regular,PROD_038,Home & Garden,1,238.61,238.61
TXN_001301,2023-07-16,CUST_0016,West,Regular,PROD_025,Clothing,1,322.87,322.87
TXN_001302,2023-04-23,CUST_0491,West,Regular,PROD_001,Electronics,3,364.82,1094.46
TXN_001303,2023-02-10,CUST_0392,South,Regular,PROD_043,Beauty,1,310.1,310.1
TXN_001304,2022-12-27,CUST_0097,North,Budget,PROD_050,Sports,1,569.72,569.72
TXN_001305,2023-01-18,CUST_0449,North,Budget,PROD_008,Home & Garden,3,156.06,468.19
TXN_001306,2022-02-01,CUST_0228,East,Regular,PROD_038,Home & Garden,3,271.03,813.09
TXN_001307,2023-02-22,CUST_0364,South,Premium,PROD_040,Clothing,2,326.35,652.69
TXN_001308,2023-08-12,CUST_0247,West,Regular,PROD_040,Clothing,1,270.0,270.0
TXN_001309,2022-09-11,CUST_0231,West,Regular,PROD_024,Clothing,3,64.49,193.46
TXN_001310,2023-06-25,CUST_0314,East,Regular,PROD_004,Clothing,1,104.42,104.42
TXN_001311,2022-08-10,CUST_0013,South,Regular,PROD_045,Electronics,2,166.92,333.83
TXN_001312,2023-05-24,CUST_0063,East,Regular,PROD_034,Home & Garden,1,36.21,36.21
TXN_001313,2022-08-10,CUST_0053,South,Regular,PROD_045,Electronics,1,181.76,181.76
TXN_001314,2022-01-14,CUST_0496,South,Budget,PROD_023,Books,1,201.19,201.19
TXN_001315,2022-02-04,CUST_0009,South,Budget,PROD_048,Sports,1,493.11,493.11
TXN_001316,2022-09-18,CUST_0372,North,Budget,PROD_045,Electronics,1,168.32,168.32
TXN_001317,2022-11-22,CUST_0063,East,Regular,PROD_041,Books,1,49.25,49.25
TXN_001318,2022-01-02,CUST_0128,East,Budget,PROD_001,Electronics,1,354.93,354.93
TXN_001319,2023-02-15,CUST_0388,South,Budget,PROD_034,Home & Garden,1,28.73,28.73
TXN_001320,2023-08-30,CUST_0184,South,Regular,PROD_008,Home & Garden,1,123.95,123.95
TXN_001321,2022-05-26,CUST_0390,North,Budget,PROD_045,Electronics,3,177.55,532.65
TXN_001322,2022-06-26,CUST_0055,West,Regular,PROD_040,Clothing,1,276.83,276.83
TXN_001323,2022-03-26,CUST_0072,North,Budget,PROD_031,Home & Garden,2,293.66,587.31
TXN_001324,2022-11-16,CUST_0332,South,Regular,PROD_023,Books,2,164.83,329.66
TXN_001325,2023-04-20,CUST_0044,West,Regular,PROD_017,Clothing,1,189.69,189.69
TXN_001326,2022-05-06,CUST_0473,South,Regular,PROD_015,Clothing,1,508.25,508.25
TXN_001327,2022-12-24,CUST_0488,West,Regular,PROD_036,Home & Garden,1,243.12,243.12
TXN_001328,2023-07-18,CUST_0090,North,Regular,PROD_039,Clothing,1,285.23,285.23
TXN_001329,2022-05-01,CUST_0001,East,Premium,PROD_017,Clothing,2,189.15,378.31
TXN_001330,2023-01-09,CUST_0202,South,Regular,PROD_018,Beauty,1,143.88,143.88
TXN_001331,2023-09-16,CUST_0118,South,Premium,PROD_013,Books,2,436.52,873.03
TXN_001332,2023-10-12,CUST_0411,East,Regular,PROD_025,Clothing,1,301.33,301.33
TXN_001333,2022-08-17,CUST_0212,West,Regular,PROD_031,Home & Garden,1,257.53,257.53
TXN_001334,2022-01-16,CUST_0054,West,Premium,PROD_012,Sports,1,210.57,210.57
TXN_001335,2023-12-27,CUST_0471,North,Budget,PROD_007,Books,1,171.93,171.93
TXN_001336,2022-09-29,CUST_0257,West,Regular,PROD_005,Home & Garden,1,229.07,229.07
TXN_001337,2022-07-14,CUST_0076,North,Budget,PROD_047,Electronics,1,373.38,373.38
TXN_001338,2023-06-17,CUST_0212,West,Regular,PROD_013,Books,2,407.04,814.08
TXN_001339,2022-07-13,CUST_0189,West,Regular,PROD_041,Books,1,49.34,49.34
TXN_001340,2023-02-17,CUST_0376,South,Budget,PROD_035,Books,3,340.04,1020.11
TXN_001341,2022-01-14,CUST_0060,West,Budget,PROD_023,Books,2,199.7,399.39
TXN_001342,2023-06-04,CUST_0395,South,Budget,PROD_010,Electronics,1,59.96,59.96
TXN_001343,2022-06-28,CUST_0373,East,Regular,PROD_009,Clothing,1,420.85,420.85
TXN_001344,2023-08-28,CUST_0206,West,Regular,PROD_043,Beauty,1,274.17,274.17
TXN_001345,2022-06-28,CUST_0087,North,Budget,PROD_003,Clothing,1,150.62,150.62
TXN_001346,2022-02-04,CUST_0041,North,Budget,PROD_050,Sports,2,497.59,995.17
TXN_001347,2022-09-21,CUST_0430,North,Regular,PROD_034,Home & Garden,1,35.76,35.76
TXN_001348,2023-07-11,CUST_0286,West,Budget,PROD_031,Home & Garden,1,255.64,255.64
TXN_001349,2023-06-24,CUST_0155,North,Budget,PROD_035,Books,2,353.77,707.54
TXN_001350,2022-12-16,CUST_0396,East,Regular,PROD_027,Clothing,1,299.35,299.35
TXN_001351,2022-01-14,CUST_0251,North,Premium,PROD_032,Electronics,2,531.11,1062.22
TXN_001352,2023-03-01,CUST_0183,West,Budget,PROD_049,Sports,3,306.96,920.89
TXN_001353,2022-01-19,CUST_0353,South,Regular,PROD_020,Beauty,2,506.23,1012.47
TXN_001354,2022-08-14,CUST_0336,North,Regular,PROD_042,Home & Garden,1,219.53,219.53
TXN_001355,2022-05-08,CUST_0166,East,Premium,PROD_013,Books,1,448.01,448.01
TXN_001356,2023-02-05,CUST_0409,East,Premium,PROD_003,Clothing,1,150.51,150.51
TXN_001357,2023-12-19,CUST_0270,North,Regular,PROD_050,Sports,2,459.22,918.43
TXN_001358,2023-08-13,CUST_0286,West,Budget,PROD_028,Clothing,1,295.26,295.26
TXN_001359,2023-10-13,CUST_0033,East,Regular,PROD_039,Clothing,1,316.33,316.33
TXN_001360,2022-08-06,CUST_0198,East,Budget,PROD_002,Sports,1,248.95,248.95
TXN_001361,2022-08-16,CUST_0359,East,Budget,PROD_014,Electronics,2,366.18,732.37
TXN_001362,2022-07-23,CUST_0240,North,Budget,PROD_026,Sports,1,231.44,231.44
TXN_001363,2023-05-15,CUST_0175,East,Regular,PROD_019,Clothing,3,511.78,1535.35
TXN_001364,2023-03-15,CUST_0380,North,Regular,PROD_035,Books,1,309.48,309.48
TXN_001365,2022-05-27,CUST_0268,North,Regular,PROD_021,Books,2,410.67,821.33
TXN_001366,2022-05-08,CUST_0247,West,Regular,PROD_014,Electronics,1,399.82,399.82
TXN_001367,2022-03-26,CUST_0255,North,Regular,PROD_001,Electronics,1,327.14,327.14
TXN_001368,2023-05-28,CUST_0466,East,Regular,PROD_034,Home & Garden,1,30.63,30.63
TXN_001369,2023-12-07,CUST_0499,South,Budget,PROD_009,Clothing,1,520.94,520.94
TXN_001370,2022-06-08,CUST_0256,South,Regular,PROD_050,Sports,1,546.98,546.98
TXN_001371,2022-12-11,CUST_0320,North,Premium,PROD_027,Clothing,1,398.0,398.0
TXN_001372,2023-09-28,CUST_0471,North,Budget,PROD_049,Sports,1,267.24,267.24
TXN_001373,2022-08-18,CUST_0094,East,Regular,PROD_041,Books,1,49.79,49.79
TXN_001374,2023-01-23,CUST_0446,East,Regular,PROD_025,Clothing,1,323.91,323.91
TXN_001375,2023-11-10,CUST_0228,East,Regular,PROD_021,Books,1,470.07,470.07
TXN_001376,2023-10-08,CUST_0277,South,Regular,PROD_037,Clothing,2,293.96,587.93
TXN_001377,2022-02-01,CUST_0470,South,Regular,PROD_013,Books,2,320.13,640.26
TXN_001378,2023-09-25,CUST_0196,North,Regular,PROD_012,Sports,2,227.02,454.04
TXN_001379,2023-11-15,CUST_0407,North,Premium,PROD_011,Electronics,1,226.2,226.2
TXN_001380,2022-04-26,CUST_0198,East,Budget,PROD_043,Beauty,1,267.28,267.28
TXN_001381,2023-09-23,CUST_0122,North,Premium,PROD_029,Sports,1,355.74,355.74
TXN_001382,2023-12-26,CUST_0444,North,Budget,PROD_002,Sports,3,225.11,675.34
TXN_001383,2023-02-16,CUST_0253,North,Premium,PROD_046,Sports,3,15.07,45.2
TXN_001384,2022-08-31,CUST_0231,West,Regular,PROD_018,Beauty,1,123.93,123.93
TXN_001385,2023-03-17,CUST_0123,South,Regular,PROD_043,Beauty,2,335.02,670.05
TXN_001386,2022-02-10,CUST_0064,North,Budget,PROD_010,Electronics,1,62.04,62.04
TXN_001387,2022-04-26,CUST_0174,South,Premium,PROD_046,Sports,1,16.86,16.86
TXN_001388,2023-03-17,CUST_0393,East,Budget,PROD_032,Electronics,1,499.22,499.22
TXN_001389,2022-03-03,CUST_0330,East,Budget,PROD_039,Clothing,1,267.23,267.23
TXN_001390,2022-03-25,CUST_0059,East,Regular,PROD_024,Clothing,1,54.66,54.66
TXN_001391,2022-04-22,CUST_0030,South,Regular,PROD_046,Sports,1,15.65,15.65
TXN_001392,2022-06-25,CUST_0234,North,Regular,PROD_037,Clothing,2,354.1,708.2
TXN_001393,2022-12-14,CUST_0311,North,Regular,PROD_014,Electronics,1,417.73,417.73
TXN_001394,2023-10-11,CUST_0367,South,Regular,PROD_039,Clothing,2,339.47,678.95
TXN_001395,2023-11-25,CUST_0043,West,Budget,PROD_009,Clothing,2,416.13,832.26
TXN_001396,2023-12-21,CUST_0118,South,Premium,PROD_023,Books,2,215.67,431.34
TXN_001397,2023-12-13,CUST_0421,East,Regular,PROD_018,Beauty,1,120.57,120.57
TXN_001398,2023-06-22,CUST_0073,North,Budget,PROD_042,Home & Garden,1,179.96,179.96
TXN_001399,2022-03-21,CUST_0317,North,Regular,PROD_044,Home & Garden,1,384.84,384.84
TXN_001400,2023-11-04,CUST_0497,East,Regular,PROD_013,Books,1,406.29,406.29
TXN_001401,2022-03-08,CUST_0399,South,Premium,PROD_046,Sports,1,14.06,14.06
